;count;stem;variants;as_noun;as_ajct;as_verb;as_other
1916;3;sex;sex;3;0;0;0
1917;3;22;22;0;0;0;3
1918;3;thirsti;thirsty;0;3;0;0
1919;3;stoke;stoke;0;0;3;0
1920;3;attent;attention;3;0;0;0
1921;3;treason;treason;2;0;1;0
1922;3;twilight;twilight;3;0;0;0
1923;3;fault;fault;3;0;0;0
1924;3;grunt;grunts;3;0;0;0
1925;3;flat;flat;0;3;0;0
1926;3;womb;womb;3;0;0;0
1927;3;knowledg;knowledge;2;0;1;0
1928;3;glamour;glamour;3;0;0;0
1929;3;coffin;coffin;3;0;0;0
1930;3;plane;plane;3;0;0;0
1931;3;foretold;foretold;0;0;2;1
1932;3;brow;brow;3;0;0;0
1933;3;evilut;evilution;1;0;2;0
1934;3;macedon;macedon;3;0;0;0
1935;3;haircut;haircut;3;0;0;0
1936;3;giver;giver;3;0;0;0
1937;3;shellshock;shellshock;3;0;0;0
1938;3;babylon;babylon;2;0;1;0
1939;3;risen;risen;1;0;2;0
1940;3;persia;persia;3;0;0;0
1941;3;powerslav;powerslave;3;0;0;0
1942;3;dove;dove;3;0;0;0
1943;3;atop;atop;0;0;0;3
1944;3;paper;paper;3;0;0;0
1945;3;conceal;concealed;0;0;3;0
1946;3;glimps;glimpse;3;0;0;0
1947;3;simpl;simple;0;3;0;0
1948;3;softli;softly;0;0;0;3
1949;3;signal;signal;1;1;1;0
1950;3;swordsman;swordsman;0;3;0;0
1951;3;plenti;plenty;2;1;0;0
1952;3;vivid;vivid;2;1;0;0
1953;3;hahaha;hahaha;2;1;0;0
1954;3;yowsa;yowsa;0;0;2;1
1955;3;ember;embers;3;0;0;0
1956;3;ars;arse;3;0;0;0
1957;3;sooner;sooner;1;0;0;2
1958;3;sole;sole;0;3;0;0
1959;3;emerg;emerge;3;0;0;0
1960;3;exhal;exhale;0;0;3;0
1961;3;bold;bold;0;3;0;0
1962;3;forward;forward;0;0;0;3
1963;3;nessun;nessun;2;1;0;0
1964;3;satisfact;satisfaction;3;0;0;0
1965;3;wet;wet;0;1;0;2
1966;3;proof;proof;2;0;1;0
1967;3;mead;mead;3;0;0;0
1968;3;playin;playin;3;0;0;0
1969;3;servic;service;3;0;0;0
1970;3;aflam;aflame;1;0;2;0
1971;3;momma;momma;2;1;0;0
1972;3;ya;ya;0;0;1;2
1973;3;stroll;strolling;0;0;3;0
1974;3;damnat;damnation;3;0;0;0
1975;3;mud;mud;3;0;0;0
1976;3;1;1;0;0;0;3
1977;3;pact;pact;3;0;0;0
1978;3;viciou;vicious;0;3;0;0
1979;3;outcast;outcast;3;0;0;0
1980;3;saddl;saddle;0;3;0;0
1981;3;dynamit;dynamite;0;3;0;0
1982;3;probabl;probably;0;0;0;3
1983;3;werewolf;werewolf;3;0;0;0
1984;3;grain;grain;3;0;0;0
1985;3;rag;rags;3;0;0;0
1986;3;comrad;comrades;3;0;0;0
1987;3;receiv;receive;0;0;3;0
1988;3;belfri;belfry;3;0;0;0
1989;3;unicorn;unicorn;0;3;0;0
1990;3;genocid;genocide;2;1;0;0
1991;3;oil;oil;3;0;0;0
1992;3;threw;threw;0;0;3;0
1993;3;rum;rum;3;0;0;0
1994;3;haze;haze;3;0;0;0
1995;3;madmen;madmen;3;0;0;0
1996;3;monstros;monstrosity;3;0;0;0
1997;3;overdr;overdrive;1;2;0;0
1998;3;halloween;halloween;2;1;0;0
1999;3;g;g;2;1;0;0
2000;3;throughout;throughout;0;0;0;3
2001;3;nigh;nigh;0;3;0;0
2002;3;spoken;spoken;0;0;3;0
2003;3;crimson;crimson;3;0;0;0
2004;3;distress;distress;3;0;0;0
2005;3;proudli;proudly;0;0;0;3
2006;3;rebirth;rebirth;3;0;0;0
2007;3;slash;slashed;0;0;3;0
2008;3;nod;nod;3;0;0;0
2009;3;burden;burden;3;0;0;0
2010;3;betsi;betsy;2;0;0;1
2011;3;prais;praise;2;0;1;0
2012;3;baecula;baecula;2;0;0;1
2013;3;mama;mama;1;1;1;0
2014;3;yellow;yellow;0;2;0;1
2015;3;drug;drug;3;0;0;0
2016;3;keeper;keeper;3;0;0;0
2017;3;youlook;youlook;3;0;0;0
2018;3;prize;prize;3;0;0;0
2019;3;eager;eager;3;0;0;0
2020;3;compani;company;3;0;0;0
2021;3;clearer;clearer;0;3;0;0
2022;3;helm;helm;3;0;0;0
2023;3;target;target;3;0;0;0
2024;3;oppress;oppressed;0;0;3;0
2025;3;berlin;berlin;3;0;0;0
2026;3;payment;payment;3;0;0;0
2027;3;drum;drums;2;0;1;0
2028;3;horn;horns;1;0;2;0
2029;3;unaveng;unavenged;0;3;0;0
2030;3;napalm;napalm;0;1;0;2
2031;3;loom;looms;0;0;3;0
2032;3;knot;knot;3;0;0;0
2033;3;unsaid;unsaid;0;3;0;0
2034;3;mio;mio;3;0;0;0
2035;3;untouch;untouched;0;3;0;0
2036;3;frozen;frozen;0;1;2;0
2037;3;less;less;1;2;0;0
2038;3;wrath;wrath;3;0;0;0
2039;3;crossfir;crossfire;3;0;0;0
2040;3;eht;eht;3;0;0;0
2041;3;dozen;dozen;3;0;0;0
2042;3;biggest;biggest;0;3;0;0
2043;3;lamb;lamb;3;0;0;0
2044;3;hollow;hollow;2;1;0;0
2045;3;joint;joint;0;3;0;0
2046;3;purpl;purple;0;3;0;0
2047;3;site;site;3;0;0;0
2048;2;dish;dish;0;0;2;0
2049;2;fearless;fearless;1;1;0;0
2050;2;willpow;willpower;1;1;0;0
2051;2;furnac;furnace;2;0;0;0
2052;2;greedi;greedy;1;1;0;0
2053;2;system;system;2;0;0;0
2054;2;stitch;stitch;0;0;2;0
2055;2;remind;reminds;0;0;2;0
2056;2;dress;dressing / dressed;1;0;1;0
2057;2;asund;asunder;1;1;0;0
2058;2;recal;recall;0;0;2;0
2059;2;shook;shook;2;0;0;0
2060;2;rough;rough;0;2;0;0
2061;2;wane;waned / wane;1;0;1;0
2062;2;inspir;inspire / inspirations;1;1;0;0
2063;2;decay;decaying / decay;0;0;2;0
2064;2;grace;grace;2;0;0;0
2065;2;conced;concede;0;0;2;0
2066;2;bide;biding / bide;0;0;2;0
2067;2;strictli;strictly;0;0;0;2
2068;2;slide;slide / sliding;0;0;2;0
2069;2;short;short;0;1;0;1
2070;2;consol;consoling / consolation;1;0;1;0
2071;2;pillag;pillage / pillaging;1;0;1;0
2072;2;worst;worst;0;2;0;0
2073;2;exampl;example;2;0;0;0
2074;2;fatal;fatal / fatality;1;1;0;0
2075;2;alarm;alarmed / alarm;1;0;1;0
2076;2;infest;infested / infest;0;0;2;0
2077;2;primit;primitive;0;2;0;0
2078;2;lifelin;lifelines / lifeline;2;0;0;0
2079;2;injustic;injustice;2;0;0;0
2080;2;testifi;testify;0;0;2;0
2081;2;tick;ticking;1;0;1;0
2082;2;sampl;sample / sampled;1;0;1;0
2083;2;brighten;brightened;0;0;2;0
2084;2;coil;coil;2;0;0;0
2085;2;manner;manner;2;0;0;0
2086;2;baptiz;baptizing;0;0;2;0
2087;2;christen;christened;0;0;2;0
2088;2;damag;damaged / damage;0;0;2;0
2089;2;precis;precision;2;0;0;0
2090;2;glint;glint;2;0;0;0
2091;2;solid;solid;0;1;1;0
2092;2;mow;mow / mowing;0;0;2;0
2093;2;knive;knives;2;0;0;0
2094;2;flicker;flickers / flicker;1;0;1;0
2095;2;grisli;grisly;0;1;0;1
2096;2;phase;phase;2;0;0;0
2097;2;octan;octane;2;0;0;0
2098;2;ammunit;ammunition;2;0;0;0
2099;2;breakneck;breakneck;2;0;0;0
2100;2;immin;imminent;0;2;0;0
2101;2;stealin;stealin;0;0;2;0
2102;2;infiltr;infiltrate;0;0;2;0
2103;2;tuck;tucked;0;0;2;0
2104;2;shriek;shrieks;2;0;0;0
2105;2;fearsom;fearsome;0;2;0;0
2106;2;seat;seat;2;0;0;0
2107;2;uncov;uncover;0;0;0;2
2108;2;stillborn;stillborn;2;0;0;0
2109;2;graveyard;graveyard;2;0;0;0
2110;2;headless;headless;2;0;0;0
2111;2;weird;weird;1;1;0;0
2112;2;chapel;chapel;2;0;0;0
2113;2;team;team;2;0;0;0
2114;2;saigon;saigon;2;0;0;0
2115;2;j;j;2;0;0;0
2116;2;berri;berries;2;0;0;0
2117;2;box;box;2;0;0;0
2118;2;shrine;shrine;2;0;0;0
2119;2;decemb;december;2;0;0;0
2120;2;drank;drank;0;1;1;0
2121;2;chime;chime;1;0;1;0
2122;2;sweetest;sweetest;0;2;0;0
2123;2;grandma;grandma;0;1;1;0
2124;2;abandon;abandon;0;0;1;1
2125;2;cohort;cohorts;2;0;0;0
2126;2;spain;spain;2;0;0;0
2127;2;lifeblood;lifeblood;2;0;0;0
2128;2;femal;female;0;2;0;0
2129;2;club;club;2;0;0;0
2130;2;1640;1640;0;0;0;2
2131;2;abdul;abdul;2;0;0;0
2132;2;alhazr;alhazred;0;0;2;0
2133;2;shepherd;shepherd;0;2;0;0
2134;2;allegi;allegiance;2;0;0;0
2135;2;amulet;amulet;2;0;0;0
2136;2;caribbean;caribbean;0;2;0;0
2137;2;cemetari;cemetary;0;2;0;0
2138;2;grew;grew;0;0;2;0
2139;2;remors;remorse;2;0;0;0
2140;2;baphomet;baphomet;0;0;2;0
2141;2;prey;preying;0;0;2;0
2142;2;sidewalk;sidewalks;2;0;0;0
2143;2;contain;contains / contain;0;0;2;0
2144;2;cruisin;cruisin;2;0;0;0
2145;2;movin;movin;1;0;1;0
2146;2;crummi;crummy;0;2;0;0
2147;2;undef;undefeated;0;2;0;0
2148;2;pump;pumping;0;0;2;0
2149;2;digniti;dignity;2;0;0;0
2150;2;unyield;unyielding;0;2;0;0
2151;2;token;token;2;0;0;0
2152;2;sensat;sensations;2;0;0;0
2153;2;subject;subjected;0;0;2;0
2154;2;huddl;huddled;0;0;2;0
2155;2;mistaken;mistaken;0;0;2;0
2156;2;court;court;2;0;0;0
2157;2;washington;washington;2;0;0;0
2158;2;mingl;mingles;2;0;0;0
2159;2;senseless;senseless;1;0;1;0
2160;2;nineteen;nineteen;0;2;0;0
2161;2;invert;inverted;0;2;0;0
2162;2;abound;abound;0;0;1;1
2163;2;expressionless;expressionless;0;1;1;0
2164;2;tendon;tendons;2;0;0;0
2165;2;bay;bay;2;0;0;0
2166;2;yard;yard;2;0;0;0
2167;2;viru;virus;2;0;0;0
2168;2;bike;bike;2;0;0;0
2169;2;awar;aware;1;1;0;0
2170;2;neutral;neutralize;0;1;1;0
2171;2;cope;cope;1;0;1;0
2172;2;regret;regret;1;0;1;0
2173;2;unusu;unusual;0;2;0;0
2174;2;probe;probe / probing;0;0;1;1
2175;2;abattoir;abattoir;0;1;1;0
2176;2;enthron;enthroned;0;0;2;0
2177;2;treasur;treasures / treasure;1;0;1;0
2178;2;board;boards / board;2;0;0;0
2179;2;barrel;barrel / barrels;2;0;0;0
2180;2;block;blocks / block;2;0;0;0
2181;2;chicken;chickens / chicken;2;0;0;0
2182;2;swamp;swamp / swamps;1;1;0;0
2183;2;freak;freaks / freaking;1;0;1;0
2184;2;hip;hip / hips;2;0;0;0
2185;2;christian;christianity / christian;1;1;0;0
2186;2;rattl;rattling / rattle;1;1;0;0
2187;2;motor;motors / motor;2;0;0;0
2188;2;unbeliev;unbelievers / unbeliever;1;1;0;0
2189;2;weight;weights / weight;2;0;0;0
2190;2;arous;aroused / arousing;0;0;2;0
2191;2;bother;bothered / bothers;1;0;1;0
2192;2;companion;companions / companion;2;0;0;0
2193;2;violat;violators / violator;2;0;0;0
2194;2;wrench;wrench / wrenching;0;0;2;0
2195;2;unlock;unlocked / unlock;0;0;2;0
2196;2;bind;bind / binds;0;0;1;1
2197;2;decim;decimate / decimating;1;1;0;0
2198;2;wood;woods / wood;2;0;0;0
2199;2;height;height / heights;1;1;0;0
2200;2;alter;alter / altered;0;0;2;0
2201;2;aw;aw / awful;1;1;0;0
2202;2;lure;lure / lures;1;0;1;0
2203;2;implor;implores / implore;2;0;0;0
2204;2;aris;arise / arises;0;0;2;0
2205;2;snatch;snatch / snatched;0;0;2;0
2206;2;surfac;surfaced / surface;1;0;1;0
2207;2;tingl;tingles / tingle;0;0;2;0
2208;2;delic;delicately / delicate;0;1;0;1
2209;2;straw;straws / straw;1;1;0;0
2210;2;eras;erase / erased;0;0;2;0
2211;2;writh;writhed / writhe;0;0;2;0
2212;2;debat;debating / debate;1;0;1;0
2213;2;film;films / film;1;0;1;0
2214;2;selfish;selfish / selfishness;1;1;0;0
2215;2;silhouett;silhouettes / silhouette;2;0;0;0
2216;2;illumin;illumination / illuminating;1;0;1;0
2217;2;swim;swim / swimming;0;0;2;0
2218;2;anticip;anticipation / anticipate;2;0;0;0
2219;2;activ;activated / active;0;1;1;0
2220;2;parad;parade / parading;1;0;1;0
2221;2;sting;sting / stings;1;0;1;0
2222;2;tame;tame / tamed;0;1;1;0
2223;2;torch;torches / torch;2;0;0;0
2224;2;gut;guts / gut;2;0;0;0
2225;2;champion;champions / champion;2;0;0;0
2226;2;presid;president / presidency;2;0;0;0
2227;2;record;records / recorded;1;0;1;0
2228;2;citizen;citizen / citizens;2;0;0;0
2229;2;mock;mock / mocking;0;0;2;0
2230;2;achiev;achievements / achieved;1;0;1;0
2231;2;plough;ploughed / plough;1;0;1;0
2232;2;sire;sired / sire;0;0;2;0
2233;2;cheat;cheats / cheating;0;0;2;0
2234;2;canyon;canyon / canyons;2;0;0;0
2235;2;massacr;massacre / massacred;1;0;1;0
2236;2;infect;infect / infection;1;0;1;0
2237;2;religi;religious / religiously;0;1;0;1
2238;2;tape;taping / tape;1;0;1;0
2239;2;arch;arch / arching;1;0;1;0
2240;2;griev;grieves / grieving;1;0;1;0
2241;2;lo;los / lo;2;0;0;0
2242;2;exhaust;exhausted / exhausts;1;1;0;0
2243;2;mutat;mutated / mutating;1;0;1;0
2244;2;hellfir;hellfires / hellfire;2;0;0;0
2245;2;normal;normally / normality;1;0;0;1
2246;2;pattern;patterns / pattern;2;0;0;0
2247;2;vote;votes / vote;1;0;1;0
2248;2;scyth;scythe / scythes;2;0;0;0
2249;2;lack;lacked / lack;1;0;1;0
2250;2;voyag;voyagers / voyage;1;0;1;0
2251;2;magician;magicians / magician;1;1;0;0
2252;2;comprehend;comprehend / comprehending;0;0;2;0
2253;2;repres;represent / represented;0;0;2;0
2254;2;lesson;lessons / lesson;2;0;0;0
2255;2;art;art / arts;1;0;1;0
2256;2;attempt;attempts / attempt;2;0;0;0
2257;2;rumor;rumor / rumors;2;0;0;0
2258;2;stealer;stealer / stealers;2;0;0;0
2259;2;reconcil;reconciled / reconcile;1;0;1;0
2260;2;taunt;taunting / taunt;0;0;2;0
2261;2;deceas;decease / deceased;1;0;1;0
2262;2;plagu;plagues / plagued;1;0;1;0
2263;2;piper;piper;2;0;0;0
2264;2;ponder;ponders;1;0;1;0
2265;2;repeat;repeat / repeated;1;0;1;0
2266;2;worthi;worthy;0;2;0;0
2267;2;plate;plated;0;0;2;0
2268;2;rejoic;rejoices / rejoice;2;0;0;0
2269;2;palac;palace;2;0;0;0
2270;2;entiti;entity;2;0;0;0
2271;2;squander;squandered / squander;1;0;1;0
2272;2;dusk;dusk;2;0;0;0
2273;2;proclaim;proclaims / proclaim;1;0;1;0
2274;2;itali;italy;0;1;1;0
2275;2;plea;pleas;2;0;0;0
2276;2;reckless;reckless;0;2;0;0
2277;2;view;view;1;0;1;0
2278;2;reload;reload / reloading;1;0;1;0
2279;2;actual;actually;0;0;0;2
2280;2;sane;sane;2;0;0;0
2281;2;trampl;trample / trampled;1;0;1;0
2282;2;stem;stem / stems;0;0;2;0
2283;2;mortuari;mortuary;1;1;0;0
2284;2;ti;ti / tis;2;0;0;0
2285;2;conform;conform;0;0;2;0
2286;2;helmet;helmets / helmet;2;0;0;0
2287;2;hatch;hatches / hatch;2;0;0;0
2288;2;underground;underground;0;2;0;0
2289;2;experi;experiment;2;0;0;0
2290;2;annihil;annihilate;2;0;0;0
2291;2;batter;battering;0;0;2;0
2292;2;lad;lad / lads;2;0;0;0
2293;2;winner;winner;2;0;0;0
2294;2;nightlif;nightlife;2;0;0;0
2295;2;falcon;falcon / falcons;2;0;0;0
2296;2;chair;chair;2;0;0;0
2297;2;conscienc;conscience;2;0;0;0
2298;2;quak;quake;1;0;1;0
2299;2;shower;showers / shower;1;0;1;0
2300;2;fan;fan;2;0;0;0
2301;2;brutal;brutalize / brutality;2;0;0;0
2302;2;wore;wore;0;0;2;0
2303;2;wrote;wrote;0;0;2;0
2304;2;combat;combat;2;0;0;0
2305;2;eden;eden;1;1;0;0
2306;2;paralyz;paralyzed / paralyze;0;0;2;0
2307;2;viper;viper / vipers;2;0;0;0
2308;2;enjoy;enjoy;0;0;2;0
2309;2;fuse;fuse / fused;1;0;1;0
2310;2;tar;tar;2;0;0;0
2311;2;twenti;twenty;0;1;0;1
2312;2;tumbl;tumble;1;1;0;0
2313;2;gasp;gasping;0;0;2;0
2314;2;folk;folk;2;0;0;0
2315;2;crumbl;crumble;0;0;2;0
2316;2;cobra;cobra / cobras;2;0;0;0
2317;2;remembr;remembrance;2;0;0;0
2318;2;greener;greener;0;1;1;0
2319;2;moan;moan / moans;1;0;1;0
2320;2;weari;weary;0;2;0;0
2321;2;parti;party;2;0;0;0
2322;2;endur;enduring / endured;0;0;2;0
2323;2;condit;condition / conditioned;1;0;1;0
2324;2;struggl;struggling;0;0;2;0
2325;2;franc;france;2;0;0;0
2326;2;horribl;horrible;0;2;0;0
2327;2;movement;movement;2;0;0;0
2328;2;union;union;2;0;0;0
2329;2;coal;coals / coal;2;0;0;0
2330;2;delus;delusion;2;0;0;0
2331;2;pose;pose;1;1;0;0
2332;2;spiral;spiral / spirals;1;0;1;0
2333;2;bitch;bitch;2;0;0;0
2334;2;vile;vile;1;1;0;0
2335;2;inhuman;inhuman;0;2;0;0
2336;2;invinc;invincible;0;2;0;0
2337;2;corros;corrosion / corrosive;1;1;0;0
2338;2;dip;dipped / dip;1;0;1;0
2339;2;gray;gray;0;2;0;0
2340;2;relinquish;relinquished / relinquish;1;0;1;0
2341;2;conjur;conjures / conjure;1;0;1;0
2342;2;weigh;weigh;0;1;1;0
2343;2;suitabl;suitable;0;2;0;0
2344;2;haha;haha;1;0;1;0
2345;2;temper;tempered;0;1;1;0
2346;2;meal;meal;2;0;0;0
2347;2;urg;urging;0;1;1;0
2348;2;minion;minions;2;0;0;0
2349;2;comingвђ;comingвђ;0;2;0;0
2350;2;thick;thick;1;1;0;0
2351;2;cobweb;cobwebs;2;0;0;0
2352;2;solli;sollis;2;0;0;0
2353;2;mercenari;mercenary;0;2;0;0
2354;2;jam;jammed;0;0;2;0
2355;2;leviathan;leviathan;0;1;0;1
2356;2;wider;wider;2;0;0;0
2357;2;veil;veil;1;0;1;0
2358;2;immens;immensely;0;0;0;2
2359;2;downward;downward;0;2;0;0
2360;2;thirti;thirty;1;1;0;0
2361;2;whenev;whenever;0;0;0;2
2362;2;import;important;0;2;0;0
2363;2;fox;fox;2;0;0;0
2364;2;yeahвђ;yeahвђ;2;0;0;0
2365;2;worker;workers;2;0;0;0
2366;2;majest;majestic;0;2;0;0
2367;2;rotten;rotten;0;1;1;0
2368;2;steadi;steady;0;2;0;0
2369;2;sank;sank;1;0;1;0
2370;2;telltal;telltale;0;2;0;0
2371;2;entrust;entrusted;0;0;2;0
2372;2;healer;healer;2;0;0;0
2373;2;hmm;hmm;2;0;0;0
2374;2;gutter;gutter;2;0;0;0
2375;2;mmm;mmm;0;1;1;0
2376;2;lump;lump;2;0;0;0
2377;2;wiser;wiser;0;2;0;0
2378;2;nearer;nearer;1;0;0;1
2379;2;hidden;hidden;1;0;1;0
2380;2;switch;switch;0;0;2;0
2381;2;scepter;scepter;2;0;0;0
2382;2;forbidden;forbidden;0;2;0;0
2383;2;jaw;jaws;2;0;0;0
2384;2;wive;wives;2;0;0;0
2385;2;deja;deja;0;0;0;2
2386;2;stern;stern;1;1;0;0
2387;2;oneself;oneself;2;0;0;0
2388;2;turmoil;turmoil;2;0;0;0
2389;2;match;match;2;0;0;0
2390;2;utterli;utterly;0;1;0;1
2391;2;whistler;whistlers;2;0;0;0
2392;2;asia;asia;1;1;0;0
2393;2;swan;swans;2;0;0;0
2394;2;oven;oven;0;2;0;0
2395;2;er;er;0;1;1;0
2396;2;swish;swish;0;2;0;0
2397;2;refin;refined;0;0;2;0
2398;2;rescu;rescue;0;0;2;0
2399;2;clever;clever;1;1;0;0
2400;2;pace;pace;2;0;0;0
2401;2;wooden;wooden;0;2;0;0
2402;2;plastic;plastic;0;2;0;0
2403;2;public;public;1;1;0;0
2404;2;season;season;2;0;0;0
2405;2;plung;plunge;1;0;1;0
2406;2;easili;easily;0;0;0;2
2407;2;toy;toys;2;0;0;0
2408;2;huge;huge;0;2;0;0
2409;2;tread;tread;0;0;2;0
2410;2;tail;tail;1;1;0;0
2411;2;johnni;johnny;2;0;0;0
2412;2;prop;propping;0;0;2;0
2413;2;shini;shiny;0;2;0;0
2414;2;vie;vie;2;0;0;0
2415;2;slope;slopes;2;0;0;0
2416;2;younger;younger;1;1;0;0
2417;2;hindenburg;hindenburg;2;0;0;0
2418;2;bat;bats;2;0;0;0
2419;2;arcanna;arcanna;2;0;0;0
2420;2;carnag;carnage;2;0;0;0
2421;2;eleven;eleven;0;0;0;2
2422;2;vu;vu;0;2;0;0
2423;2;freeway;freeway;2;0;0;0
2424;2;carousel;carousel;2;0;0;0
2425;2;chalic;chalice;2;0;0;0
2426;2;rodney;rodney;1;1;0;0
2427;2;newborn;newborn;2;0;0;0
2428;2;cruel;cruel;2;0;0;0
2429;2;birthday;birthday;2;0;0;0
2430;2;zero;zero;0;0;0;2
2431;2;astound;astounded;0;0;2;0
2432;2;announc;announced;0;0;2;0
2433;2;indian;indians;2;0;0;0
2434;2;solitari;solitary;0;2;0;0
2435;2;dariu;darius;2;0;0;0
2436;2;capatin;capatin;2;0;0;0
2437;2;incident;incidental;0;2;0;0
2438;2;starlight;starlight;0;2;0;0
2439;2;ger;gers;2;0;0;0
2440;2;continu;continue;0;0;2;0
2441;2;tua;tua;1;0;1;0
2442;2;graviti;gravity;2;0;0;0
2443;2;janick;janick;2;0;0;0
2444;2;screen;screen;2;0;0;0
2445;2;also;also;0;0;0;2
2446;2;trade;trade;0;0;2;0
2447;2;survivor;survivor;2;0;0;0
2448;2;lazi;lazy;0;1;1;0
2449;2;heeh;heeh;0;1;1;0
2450;2;drunk;drunk;0;0;2;0
2451;2;fashion;fashion;2;0;0;0
2452;2;lethal;lethal;1;1;0;0
2453;2;strangest;strangest;0;2;0;0
2454;2;digit;digital;0;2;0;0
2455;2;hermit;hermit;2;0;0;0
2456;2;fini;fini;2;0;0;0
2457;2;fifti;fifty;0;2;0;0
2458;2;thump;thump;2;0;0;0
2459;2;commun;communication;1;0;1;0
2460;2;tsar;tsars;2;0;0;0
2461;2;gorath;gorath;2;0;0;0
2462;2;older;older;0;2;0;0
2463;2;nervou;nervous;0;2;0;0
2464;2;identifi;identify;0;0;2;0
2465;2;hahahaha;hahahaha;2;0;0;0
2466;2;shovel;shovel;2;0;0;0
2467;2;ultim;ultimate;0;2;0;0
2468;2;sundown;sundown;0;0;2;0
2469;2;ordinari;ordinary;0;2;0;0
2470;2;hm;hm;2;0;0;0
2471;2;slept;slept;1;0;1;0
2472;2;congratul;congratulations;2;0;0;0
2473;2;bottom;bottom;2;0;0;0
2474;2;lookin;lookin;1;0;0;1
2475;2;ici;icy;2;0;0;0
2476;2;photograph;photograph;2;0;0;0
2477;2;buffalo;buffalo;2;0;0;0
2478;2;springtim;springtime;2;0;0;0
2479;2;perish;perish;0;0;2;0
2480;2;council;council;2;0;0;0
2481;2;insurrect;insurrection;2;0;0;0
2482;2;whiter;whiter;2;0;0;0
2483;2;persecut;persecution;2;0;0;0
2484;2;feebl;feeble;0;2;0;0
2485;2;admiss;admission;2;0;0;0
2486;2;leaf;leaf;2;0;0;0
2487;2;fruit;fruit;2;0;0;0
2488;2;candi;candy;1;0;1;0
2489;2;heathen;heathens;1;0;1;0
2490;2;rumbl;rumbling;1;0;1;0
2491;2;handsom;handsome;0;1;1;0
2492;2;unbroken;unbroken;0;2;0;0
2493;2;frown;frown;1;1;0;0
2494;2;tooth;tooth;2;0;0;0
2495;2;infern;infernal;0;2;0;0
2496;2;comfort;comfort;1;0;1;0
2497;2;retrac;retrace;2;0;0;0
2498;2;carpet;carpet;2;0;0;0
2499;2;medicin;medicine;2;0;0;0
2500;2;evolut;evolution;2;0;0;0
2501;2;cannib;cannibal;0;2;0;0
2502;2;che;che;2;0;0;0
2503;2;reinforc;reinforcements;2;0;0;0
2504;2;mumbl;mumbling;0;0;2;0
2505;2;cuddl;cuddle;0;0;2;0
2506;2;htiw;htiw;2;0;0;0
2507;2;regain;regain;0;0;2;0
2508;2;select;select;0;0;2;0
2509;2;skelter;skelter;2;0;0;0
2510;2;havoc;havoc;2;0;0;0
2511;2;barren;barren;2;0;0;0
2512;2;helter;helter;2;0;0;0
2513;2;imag;image;2;0;0;0
2514;2;conquest;conquest;0;0;2;0
2515;2;grief;grief;2;0;0;0
2516;2;sanasha;sanasha;0;0;2;0
2517;2;deliri;delirious;0;2;0;0
2518;2;permiss;permission;2;0;0;0
2519;2;admit;admit;2;0;0;0
2520;2;flee;flee;1;0;1;0
2521;2;talisman;talisman;2;0;0;0
2522;2;dorma;dorma;2;0;0;0
2523;2;tip;tip;2;0;0;0
2524;2;shone;shone;0;0;0;2
2525;2;dilegua;dilegua;2;0;0;0
2526;2;unrepent;unrepentant;0;2;0;0
2527;2;sermon;sermons;2;0;0;0
2528;2;scriptur;scripture;2;0;0;0
2529;2;deck;deck;0;0;2;0
2530;2;uphold;uphold;0;0;2;0
2531;2;nott;notte;0;2;0;0
2532;2;alba;alba;2;0;0;0
2533;2;valor;valor;2;0;0;0
2534;2;jet;jet;2;0;0;0
2535;2;220;220;0;0;0;2
2536;2;contest;contest;2;0;0;0
2537;2;repriev;reprieve;2;0;0;0
2538;2;rang;rang;0;0;2;0
2539;2;enchant;enchanted;0;2;0;0
2540;2;jean;jeans;2;0;0;0
2541;2;horsemen;horsemen;2;0;0;0
2542;2;loki;loki;2;0;0;0
2543;2;gasolin;gasoline;2;0;0;0
2544;2;grandfath;grandfather;0;1;1;0
2545;2;bastard;bastards;2;0;0;0
2546;2;lunch;lunch;2;0;0;0
2547;2;major;majority;2;0;0;0
2548;2;issu;issue;0;0;2;0
2549;2;station;stations;2;0;0;0
2550;2;crusad;crusade;2;0;0;0
2551;2;aton;atone;1;0;1;0
2552;2;unemploy;unemployment;2;0;0;0
2553;2;applaus;applause;2;0;0;0
2554;2;infantri;infantry;2;0;0;0
2555;2;cemeteri;cemetery;1;1;0;0
2556;2;sacrifici;sacrificial;0;2;0;0
2557;2;jim;jim;2;0;0;0
2558;2;reverend;reverend;2;0;0;0
2559;2;famou;famous;0;2;0;0
2560;2;uncertainti;uncertainty;2;0;0;0
2561;2;shipmat;shipmates;2;0;0;0
2562;2;fart;fart;0;0;0;2
2563;2;toe;toe;1;0;1;0
2564;2;ego;ego;2;0;0;0
2565;2;steve;steve;0;0;1;1
2566;2;briefcas;briefcase;2;0;0;0
2567;2;murray;murray;2;0;0;0
2568;2;wed;wedding;2;0;0;0
2569;2;chelsea;chelsea;2;0;0;0
2570;2;conflict;conflict;2;0;0;0
2571;2;stride;stride;2;0;0;0
2572;2;kool;kool;2;0;0;0
2573;2;gladli;gladly;0;0;0;2
2574;2;astral;astral;0;2;0;0
2575;2;lap;lap;2;0;0;0
2576;2;cauter;cauterizing;0;0;2;0
2577;2;tourniquet;tourniquet;2;0;0;0
2578;2;empathi;empathy;1;1;0;0
2579;2;peril;peril;2;0;0;0
2580;2;retir;retire;0;0;2;0
